featureID	uniq_len	num_alignments	counts	tpm
BHNFMJIF_00001	714	17.0	13.19	22.64
BHNFMJIF_00002	681	22.0	17.31	31.16
BHNFMJIF_00003	398	11.5	10.32	31.79
BHNFMJIF_00004	448	25.5	17.67	48.34
BHNFMJIF_00005	314	28.5	17.52	68.39
BHNFMJIF_00006	318	31.5	20.06	77.32
BHNFMJIF_00007	1305	105.5	97.96	92.01
BHNFMJIF_00008	399	53.0	34.66	106.49
BHNFMJIF_00009	699	110.0	99.21	173.96
BHNFMJIF_00010	1035	39.5	36.42	43.13
BHNFMJIF_00011	192	0.5	0.35	2.24
BHNFMJIF_00012	784	81.5	67.28	105.18
BHNFMJIF_00013	1120	140.0	138.69	151.78
BHNFMJIF_00014	338	13.0	12.41	45.00
BHNFMJIF_00015	2663	3.5	3.17	1.46
BHNFMJIF_00016	360	2.0	0.89	3.02
BHNFMJIF_00017	459	2.5	2.50	6.68
BHNFMJIF_00018	573	6.0	5.78	12.37
BHNFMJIF_00019	1407	9.5	9.03	7.86
BHNFMJIF_00020	708	3.0	2.45	4.24
BHNFMJIF_00021	315	2.0	1.32	5.12
BHNFMJIF_00022	1511	19.0	18.41	14.93
BHNFMJIF_00023	347	8.0	6.05	21.37
BHNFMJIF_00024	1014	18.0	15.12	18.28
BHNFMJIF_00025	189	5.5	3.70	23.97
BHNFMJIF_00026	1087	7.5	7.48	8.44
BHNFMJIF_00027	677	2.5	2.38	4.31
BHNFMJIF_00028	1005	3.5	3.45	4.21
BHNFMJIF_00029	589	3.0	2.57	5.36
BHNFMJIF_00030	485	5.5	3.99	10.09
BHNFMJIF_00032	120	12.0	7.57	77.33
BHNFMJIF_00033	182	6.0	4.19	28.24
BHNFMJIF_00034	171	5.0	2.05	14.66
BHNFMJIF_00035	640	16.5	15.85	30.36
BHNFMJIF_00036	285	19.0	15.62	67.16
BHNFMJIF_00037	174	13.5	12.53	88.27
BHNFMJIF_00038	105	3.0	0.50	5.89
BHNFMJIF_00039	308	102.5	70.93	282.25
BHNFMJIF_00040	362	86.5	49.50	167.61
BHNFMJIF_00041	288	8.0	4.93	20.99
BHNFMJIF_00042	276	2.5	1.49	6.64
BHNFMJIF_00043	190	4.0	1.23	7.94
BHNFMJIF_00044	166	4.5	2.87	21.22
BHNFMJIF_00045	411	8.5	3.83	11.42
BHNFMJIF_00046	467	7.5	6.63	17.40
BHNFMJIF_00047	248	2.5	1.91	9.44
BHNFMJIF_00048	240	5.5	3.68	18.81
BHNFMJIF_00049	280	11.0	7.06	30.89
BHNFMJIF_00050	343	10.0	5.24	18.73
BHNFMJIF_00051	198	4.0	2.42	15.00
BHNFMJIF_00052	210	2.0	0.81	4.70
BHNFMJIF_00053	237	10.5	8.48	43.83
BHNFMJIF_00054	99	1.5	0.53	6.57
BHNFMJIF_00055	786	40.5	39.17	61.08
BHNFMJIF_00056	345	134.5	108.62	385.89
BHNFMJIF_00057	318	145.0	104.68	403.47
BHNFMJIF_00058	318	4.0	3.51	13.53
BHNFMJIF_00059	594	6.5	6.35	13.11
BHNFMJIF_00060	342	11.5	7.36	26.39
BHNFMJIF_00061	210	21.5	13.81	80.62
BHNFMJIF_00062	924	48.5	38.37	50.90
BHNFMJIF_00063	2112	143.0	139.66	81.05
BHNFMJIF_00064	393	17.0	14.87	46.37
BHNFMJIF_00065	216	1.0	0.23	1.32
BHNFMJIF_00066	180	1.5	0.58	3.95
BHNFMJIF_00067	359	1.5	1.20	4.09
BHNFMJIF_00068	188	0.0	0.00	0.00
BHNFMJIF_00069	2517	39.5	38.60	18.80
BHNFMJIF_00070	402	1.5	0.33	0.99
BHNFMJIF_00071	556	2.0	1.81	4.00
BHNFMJIF_00072	988	2.5	2.08	2.58
BHNFMJIF_00073	1157	4.5	4.50	4.77
BHNFMJIF_00074	626	0.0	0.00	0.00
BHNFMJIF_00075	464	2.5	2.01	5.32
BHNFMJIF_00076	179	0.5	0.42	2.86
BHNFMJIF_00077	734	5.5	5.50	9.18
BHNFMJIF_00078	428	1.0	0.98	2.82
BHNFMJIF_00079	186	0.0	0.00	0.00
BHNFMJIF_00080	427	0.0	0.00	0.00
BHNFMJIF_00081	628	2.5	2.50	4.88
BHNFMJIF_00082	446	3.0	1.14	3.13
BHNFMJIF_00083	813	4.5	3.91	5.89
BHNFMJIF_00084	913	3.0	2.19	2.95
BHNFMJIF_00085	258	1.5	1.01	4.79
BHNFMJIF_00086	228	0.5	0.26	1.39
BHNFMJIF_00088	186	1.0	0.05	0.31
BHNFMJIF_00089	183	1.5	0.92	6.19
BHNFMJIF_00090	246	5.5	4.44	22.14
BHNFMJIF_00091	327	0.0	0.00	0.00
BHNFMJIF_00092	543	77.5	72.53	163.72
BHNFMJIF_00093	780	84.0	75.05	117.93
BHNFMJIF_00094	1260	134.5	119.70	116.44
BHNFMJIF_00095	309	59.5	44.03	174.66
BHNFMJIF_00096	210	25.0	14.68	85.70
BHNFMJIF_00097	315	111.0	107.98	420.16
BHNFMJIF_00098	171	0.0	0.00	0.00
BHNFMJIF_00099	291	14.5	11.32	47.66
BHNFMJIF_00100	1665	234.0	229.02	168.59
BHNFMJIF_00101	1089	130.5	126.28	142.13
BHNFMJIF_00102	698	35.0	34.14	59.95
BHNFMJIF_00103	545	88.0	87.33	196.41
BHNFMJIF_00104	2220	332.5	331.75	183.16
BHNFMJIF_00105	849	113.5	107.87	155.74
BHNFMJIF_00106	630	72.0	63.35	123.25
BHNFMJIF_00107	639	101.0	97.86	187.71
BHNFMJIF_00108	2850	360.5	357.02	153.54
